witness_qualified	witness_module	failure_class	error_message	reference_bare_name	selected_decl_module	selected_decl_params	candidate_decl_modules	scope_module_count	scope_ambiguous_bare_names
test.claim.decl_facts_initializer_projection_witness_test.decl_facts_reflection_data_ref_with_coproduct_type_is_not_variant_value	test.claim.decl_facts_initializer_projection_witness_test	other	eval budget exceeded: 2727ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					915	58
test.claim.decl_facts_initializer_projection_witness_test.decl_facts_reflection_imported_external_authority_positive_control	test.claim.decl_facts_initializer_projection_witness_test	other	eval budget exceeded: 2780ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					915	58
test.claim.decl_facts_initializer_projection_witness_test.decl_facts_reflection_two_unrelated_scaffold_arms_do_not_alias	test.claim.decl_facts_initializer_projection_witness_test	other	eval budget exceeded: 2778ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					915	58
test.claim.decl_facts_initializer_projection_witness_test.decl_facts_reflection_two_unrelated_shared_nullary_arms_do_not_alias	test.claim.decl_facts_initializer_projection_witness_test	other	eval budget exceeded: 2780ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					915	58
test.claim.decl_facts_initializer_projection_witness_test.decl_facts_reflection_disposition_scaffold_constructor_is_std_disposition	test.claim.decl_facts_initializer_projection_witness_test	other	eval budget exceeded: 2784ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					915	58
test.claim.decl_facts_initializer_projection_witness_test.decl_facts_reflection_terminal_vs_scaffold_constructors_distinct	test.claim.decl_facts_initializer_projection_witness_test	other	eval budget exceeded: 2775ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					915	58
test.claim.decl_facts_initializer_projection_witness_test.decl_facts_reflection_single_authority_vs_realization_dispatch_distinct	test.claim.decl_facts_initializer_projection_witness_test	other	eval budget exceeded: 2734ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					915	58
test.claim.decl_facts_initializer_projection_witness_test.decl_facts_reflection_whole_declaration_vs_named_field_field_grain	test.claim.decl_facts_initializer_projection_witness_test	other	eval budget exceeded: 2771ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					915	58
test.claim.decl_facts_initializer_projection_witness_test.decl_facts_reflection_scaffold_dissolves_to_resolves_single_authority	test.claim.decl_facts_initializer_projection_witness_test	other	eval budget exceeded: 2829ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					915	58
test.claim.decl_facts_initializer_projection_witness_test.decl_facts_reflection_closure_b_specimen_resolves_to_b_parent	test.claim.decl_facts_initializer_projection_witness_test	other	eval budget exceeded: 2879ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					915	58
test.claim.decl_facts_initializer_projection_witness_test.decl_facts_reflection_explicit_import_resolves_to_a_when_b_also_loaded	test.claim.decl_facts_initializer_projection_witness_test	other	eval budget exceeded: 2884ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					915	58
test.claim.decl_facts_initializer_projection_witness_test.decl_facts_reflection_explicit_import_does_not_resolve_to_b	test.claim.decl_facts_initializer_projection_witness_test	other	eval budget exceeded: 2881ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					915	58
test.claim.decl_facts_initializer_projection_witness_test.decl_facts_reflection_nullary_mechanism_projection_shape	test.claim.decl_facts_initializer_projection_witness_test	other	eval budget exceeded: 2813ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					915	58
test.claim.decl_facts_initializer_projection_witness_test.decl_fact_lookup_duplicate_qualified_identity_returns_ambiguous_both_candidates	test.claim.decl_facts_initializer_projection_witness_test	other	eval budget exceeded: 2830ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					915	58
test.claim.decl_facts_initializer_projection_witness_test.decl_facts_reflection_unimported_globally_unique_refuses_constructor_resolution	test.claim.decl_facts_initializer_projection_witness_test	other	eval budget exceeded: 2792ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					915	58
test.claim.decl_facts_initializer_projection_witness_test.decl_facts_reflection_lookup_missing_vs_present_fact_distinct	test.claim.decl_facts_initializer_projection_witness_test	other	eval budget exceeded: 2798ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					915	58
